nr	nv	nt	capacity
50	16	1	-1

node	x	y	a	b	load	s	vcap
p0	48	126	13	46	1	1	0
d0	67	93	531	560	-1	3	0
p1	116	121	198	215	2	1	0
d1	113	80	251	272	-2	1	0
p2	156	67	30	53	1	4	0
d2	10	121	188	219	-1	2	0
p3	183	181	120	134	1	3	0
d3	143	54	516	546	-1	1	0
p4	189	149	67	100	3	4	0
d4	64	131	417	438	-3	3	0
p5	184	118	338	361	2	1	0
d5	145	147	405	436	-2	4	0
p6	172	140	368	390	3	2	0
d6	109	109	488	510	-3	3	0
p7	192	123	24	58	2	4	0
d7	27	149	381	391	-2	4	0
p8	153	48	386	416	3	2	0
d8	70	108	505	535	-3	1	0
p9	198	147	58	81	2	1	0
d9	63	178	255	266	-2	3	0
p10	35	133	218	252	2	1	0
d10	132	199	395	428	-2	3	0
p11	31	152	233	264	2	1	0
d11	187	185	454	488	-2	2	0
p12	77	82	482	512	1	3	0
d12	129	94	547	560	-1	2	0
p13	157	184	73	103	1	4	0
d13	9	60	307	340	-1	1	0
p14	64	133	223	224	3	3	0
d14	62	19	423	454	-3	4	0
p15	158	56	89	103	3	4	0
d15	33	41	357	391	-3	3	0
p16	19	17	369	399	2	2	0
d16	2	113	486	510	-2	3	0
p17	149	162	84	108	2	4	0
d17	179	67	418	452	-2	4	0
p18	181	6	320	354	1	1	0
d18	101	82	452	483	-1	1	0
p19	146	28	173	203	2	1	0
d19	56	46	262	292	-2	3	0
p20	32	117	55	60	3	2	0
d20	36	72	86	120	-3	3	0
p21	39	33	304	318	3	3	0
d21	151	89	549	583	-3	3	0
p22	150	20	298	301	3	3	0
d22	113	77	439	466	-3	1	0
p23	92	145	152	182	1	4	0
d23	149	19	311	345	-1	1	0
p24	73	149	72	94	3	4	0
d24	86	93	147	174	-3	4	0
p25	7	158	349	371	1	1	0
d25	109	63	497	513	-1	2	0
p26	142	45	105	132	3	1	0
d26	42	166	415	447	-3	1	0
p27	114	136	152	183	1	1	0
d27	11	38	386	420	-1	1	0
p28	20	186	377	402	2	3	0
d28	64	174	434	466	-2	1	0
p29	192	33	364	397	1	3	0
d29	198	75	445	467	-1	1	0
p30	112	175	110	143	3	4	0
d30	68	77	247	273	-3	4	0
p31	94	54	188	207	2	4	0
d31	20	75	284	317	-2	3	0
p32	3	74	300	323	2	1	0
d32	34	16	392	424	-2	4	0
p33	147	177	168	191	2	4	0
d33	41	178	276	292	-2	3	0
p34	61	9	90	123	2	3	0
d34	62	91	227	261	-2	2	0
p35	72	57	149	165	1	4	0
d35	151	131	430	464	-1	2	0
p36	183	27	348	375	1	2	0
d36	47	96	548	550	-1	4	0
p37	81	108	96	130	3	3	0
d37	79	104	99	129	-3	3	0
p38	93	115	281	301	3	2	0
d38	55	179	394	426	-3	2	0
p39	12	30	82	115	2	1	0
d39	150	39	263	294	-2	1	0
p40	4	62	420	446	3	2	0
d40	60	123	562	577	-3	4	0
p41	81	28	188	216	1	4	0
d41	138	46	253	286	-1	2	0
p42	50	142	281	309	1	2	0
d42	166	179	479	510	-1	2	0
p43	76	192	324	357	1	1	0
d43	160	125	542	576	-1	2	0
p44	115	116	197	227	3	4	0
d44	137	53	289	295	-3	1	0
p45	35	36	54	75	3	2	0
d45	63	197	370	397	-3	1	0
p46	1	37	73	107	1	1	0
d46	167	1	305	332	-1	3	0
p47	127	186	115	145	1	2	0
d47	137	61	525	550	-1	3	0
p48	93	85	187	201	3	1	0
d48	82	82	211	213	-3	4	0
p49	131	78	65	90	1	2	0
d49	171	193	446	477	-1	1	0
o0	150	100	0	600	0	0	7
e0	150	100	0	600	0	0	7
o1	150	100	0	600	0	0	7
e1	150	100	0	600	0	0	7
o2	50	100	0	600	0	0	8
e2	50	100	0	600	0	0	8
o3	50	100	0	600	0	0	9
e3	50	100	0	600	0	0	9
o4	50	100	0	600	0	0	8
e4	50	100	0	600	0	0	8
o5	150	100	0	600	0	0	7
e5	150	100	0	600	0	0	7
o6	50	100	0	600	0	0	9
e6	50	100	0	600	0	0	9
o7	150	100	0	600	0	0	8
e7	150	100	0	600	0	0	8
o8	50	100	0	600	0	0	9
e8	50	100	0	600	0	0	9
o9	150	100	0	600	0	0	9
e9	150	100	0	600	0	0	9
o10	150	100	0	600	0	0	9
e10	150	100	0	600	0	0	9
o11	150	100	0	600	0	0	7
e11	150	100	0	600	0	0	7
o12	50	100	0	600	0	0	8
e12	50	100	0	600	0	0	8
o13	50	100	0	600	0	0	7
e13	50	100	0	600	0	0	7
o14	50	100	0	600	0	0	7
e14	50	100	0	600	0	0	7
o15	150	100	0	600	0	0	7
e15	150	100	0	600	0	0	7
ts.0	100	150	0	600	0	2	0
tf.0	100	150	0	600	0	2	0
