nr	nv	nt	capacity
35	12	1	-1

node	x	y	a	b	load	s	vcap
p0	48	126	13	45	1	1	0
d0	67	93	531	560	-1	3	0
p1	116	121	198	215	2	1	0
d1	113	80	251	272	-2	1	0
p2	81	117	29	44	1	4	0
d2	64	21	305	327	-1	4	0
p3	156	67	30	53	1	4	0
d3	10	121	188	218	-1	2	0
p4	13	70	415	432	3	1	0
d4	124	86	517	548	-3	2	0
p5	106	114	188	221	2	2	0
d5	28	10	362	386	-2	1	0
p6	172	140	368	390	3	2	0
d6	109	109	488	510	-3	3	0
p7	150	123	11	41	2	4	0
d7	176	53	412	442	-2	4	0
p8	16	198	304	315	2	2	0
d8	149	59	536	568	-2	1	0
p9	139	132	34	60	1	1	0
d9	163	153	62	93	-1	2	0
p10	144	190	116	137	2	2	0
d10	2	55	319	351	-2	2	0
p11	172	48	107	119	2	4	0
d11	15	11	337	352	-2	1	0
p12	125	22	211	241	3	4	0
d12	138	111	468	491	-3	4	0
p13	35	133	218	252	2	1	0
d13	132	199	395	425	-2	3	0
p14	144	112	13	22	2	1	0
d14	148	125	9	42	-2	1	0
p15	18	32	392	425	3	2	0
d15	20	87	464	491	-3	3	0
p16	157	184	73	103	1	4	0
d16	9	60	307	339	-1	1	0
p17	158	56	89	103	3	4	0
d17	33	41	357	391	-3	3	0
p18	149	162	84	108	2	4	0
d18	179	67	418	451	-2	4	0
p19	150	20	298	301	3	3	0
d19	113	77	439	466	-3	1	0
p20	7	158	349	371	1	1	0
d20	109	63	497	513	-1	2	0
p21	142	45	105	132	3	1	0
d21	42	166	415	447	-3	1	0
p22	97	14	141	165	2	3	0
d22	78	172	333	364	-2	4	0
p23	124	63	150	169	3	4	0
d23	117	63	147	177	-3	4	0
p24	3	74	300	323	2	1	0
d24	34	16	392	422	-2	4	0
p25	187	60	74	108	3	4	0
d25	97	133	293	318	-3	4	0
p26	72	57	149	165	1	4	0
d26	151	131	430	464	-1	2	0
p27	183	27	348	375	1	2	0
d27	47	96	548	550	-1	4	0
p28	75	96	221	250	3	2	0
d28	139	134	527	559	-3	3	0
p29	83	103	107	140	1	4	0
d29	89	95	143	169	-1	3	0
p30	178	74	33	40	3	1	0
d30	0	199	346	376	-3	3	0
p31	76	192	324	357	1	1	0
d31	160	125	542	576	-1	2	0
p32	33	46	134	145	1	1	0
d32	176	36	352	386	-1	2	0
p33	131	78	65	90	1	2	0
d33	171	193	446	477	-1	1	0
p34	27	86	73	101	1	1	0
d34	179	87	299	325	-1	3	0
o0	150	100	0	600	0	0	7
e0	150	100	0	600	0	0	7
o1	150	100	0	600	0	0	9
e1	150	100	0	600	0	0	9
o2	50	100	0	600	0	0	8
e2	50	100	0	600	0	0	8
o3	50	100	0	600	0	0	9
e3	50	100	0	600	0	0	9
o4	50	100	0	600	0	0	8
e4	50	100	0	600	0	0	8
o5	150	100	0	600	0	0	7
e5	150	100	0	600	0	0	7
o6	50	100	0	600	0	0	9
e6	50	100	0	600	0	0	9
o7	150	100	0	600	0	0	9
e7	150	100	0	600	0	0	9
o8	50	100	0	600	0	0	9
e8	50	100	0	600	0	0	9
o9	150	100	0	600	0	0	8
e9	150	100	0	600	0	0	8
o10	150	100	0	600	0	0	7
e10	150	100	0	600	0	0	7
o11	150	100	0	600	0	0	8
e11	150	100	0	600	0	0	8
ts.0	100	150	0	600	0	2	0
tf.0	100	150	0	600	0	2	0
