nr	nv	nt	capacity
25	8	2	-1

node	x	y	a	b	load	s	vcap
p0	183	181	120	134	1	3	0
d0	143	54	516	567	-1	1	0
p1	162	139	34	63	1	3	0
d1	1	79	285	321	-1	1	0
p2	106	114	188	221	2	2	0
d2	28	10	362	386	-2	1	0
p3	192	123	24	58	2	4	0
d3	27	149	381	391	-2	4	0
p4	15	31	346	401	2	4	0
d4	157	91	559	576	-2	3	0
p5	125	22	211	251	3	4	0
d5	138	111	468	491	-3	4	0
p6	35	133	218	252	2	1	0
d6	132	199	395	437	-2	3	0
p7	144	112	13	22	2	1	0
d7	148	125	9	50	-2	1	0
p8	136	95	8	21	3	2	0
d8	190	54	86	101	-3	1	0
p9	18	32	392	425	3	2	0
d9	20	87	464	491	-3	3	0
p10	98	162	158	202	1	4	0
d10	60	9	414	456	-1	2	0
p11	19	17	369	399	2	2	0
d11	2	113	486	510	-2	3	0
p12	146	28	173	203	2	1	0
d12	56	46	262	299	-2	3	0
p13	73	149	72	94	3	4	0
d13	86	93	147	174	-3	4	0
p14	114	136	152	192	1	1	0
d14	11	38	386	420	-1	1	0
p15	160	77	26	66	3	3	0
d15	74	129	319	336	-3	4	0
p16	124	63	150	169	3	4	0
d16	117	63	147	177	-3	4	0
p17	72	57	149	165	1	4	0
d17	151	131	430	464	-1	2	0
p18	29	100	0	35	3	2	0
d18	66	37	153	194	-3	2	0
p19	81	95	223	239	1	1	0
d19	27	113	524	562	-1	1	0
p20	75	96	221	250	3	2	0
d20	139	134	527	569	-3	3	0
p21	4	62	420	446	3	2	0
d21	60	123	562	577	-3	4	0
p22	146	37	288	331	1	2	0
d22	198	39	388	400	-1	1	0
p23	68	56	132	153	3	4	0
d23	96	45	169	194	-3	2	0
p24	131	78	65	90	1	2	0
d24	171	193	446	477	-1	1	0
o0	150	100	0	600	0	0	9
e0	150	100	0	600	0	4	9
o1	150	100	0	600	0	0	9
e1	150	100	0	600	0	4	9
o2	50	100	0	600	0	0	8
e2	50	100	0	600	0	1	8
o3	50	100	0	600	0	0	7
e3	50	100	0	600	0	1	7
o4	50	100	0	600	0	0	7
e4	50	100	0	600	0	1	7
o5	150	100	0	600	0	0	8
e5	150	100	0	600	0	4	8
o6	50	100	0	600	0	0	9
e6	50	100	0	600	0	1	9
o7	150	100	0	600	0	0	7
e7	150	100	0	600	0	4	7
ts.0	100	150	0	600	0	3	0
tf.0	100	150	0	600	0	2	0
ts.1	100	50	0	600	0	4	0
tf.1	100	50	0	600	0	2	0
