nr	nv	nt	capacity
15	6	1	-1

node	x	y	a	b	load	s	vcap
p0	48	153	57	111	10	1	0
d0	23	53	508	560	-10	3	0
p1	142	118	285	337	3	3	0
d1	35	24	421	479	-3	1	0
p2	96	184	141	187	9	3	0
d2	17	14	439	516	-9	2	0
p3	145	175	300	352	6	1	0
d3	190	92	467	505	-6	1	0
p4	188	69	170	233	12	3	0
d4	82	194	405	453	-12	2	0
p5	93	126	76	133	3	1	0
d5	181	84	509	579	-3	2	0
p6	24	165	94	139	7	2	0
d6	134	81	310	370	-7	3	0
p7	168	175	201	269	10	2	0
d7	70	57	392	459	-10	2	0
p8	102	135	197	262	10	3	0
d8	124	65	315	367	-10	3	0
p9	35	196	260	320	12	2	0
d9	75	112	453	503	-12	3	0
p10	30	160	50	89	1	1	0
d10	82	112	225	298	-1	2	0
p11	43	71	0	65	3	2	0
d11	95	121	469	535	-3	1	0
p12	193	7	106	173	3	3	0
d12	97	168	425	484	-3	3	0
p13	138	193	340	398	8	3	0
d13	178	153	385	446	-8	3	0
p14	97	19	232	270	11	2	0
d14	135	77	362	431	-11	2	0
o0	160	90	0	600	0	0	10
e0	160	90	0	600	0	0	10
o1	30	100	0	600	0	0	6
e1	30	100	0	600	0	0	6
o2	30	100	0	600	0	0	8
e2	30	100	0	600	0	0	8
o3	160	90	0	600	0	0	11
e3	160	90	0	600	0	0	11
o4	160	90	0	600	0	0	9
e4	160	90	0	600	0	0	9
o5	30	100	0	600	0	0	12
e5	30	100	0	600	0	0	12
t0	100	100	0	600	0	2	0
