nr	nv	nt	capacity
7	4	2	-1

node	x	y	a	b	load	s	vcap
p0	34	153	92	149	16	2	0
d0	153	159	440	506	-16	1	0
p1	85	18	219	257	16	2	0
d1	58	29	233	306	-16	1	0
p2	60	22	247	295	10	1	0
d2	105	108	449	521	-10	3	0
p3	37	120	0	78	10	1	0
d3	137	12	407	465	-10	3	0
p4	62	77	196	284	3	3	0
d4	58	64	232	273	-3	3	0
p5	49	73	5	52	1	1	0
d5	58	71	0	58	-1	3	0
p6	81	91	161	213	19	2	0
d6	73	34	371	424	-19	2	0
o0	40	90	0	600	0	0	20
e0	40	90	0	600	0	0	20
o1	40	90	0	600	0	0	20
e1	40	90	0	600	0	0	20
o2	170	100	0	600	0	0	20
e2	170	100	0	600	0	0	20
o3	170	100	0	600	0	0	20
e3	170	100	0	600	0	0	20
t0	100	150	0	600	0	2	0
t1	100	50	0	600	0	2	0
