nr	nv	nt	capacity
25	8	2	-1

node	x	y	a	b	load	s	vcap
p0	158	92	47	103	12	1	0
d0	45	44	340	378	-12	2	0
p1	124	105	16	44	8	2	0
d1	197	113	497	533	-8	3	0
p2	26	75	167	201	11	2	0
d2	178	89	430	479	-11	3	0
p3	119	99	21	51	8	3	0
d3	22	69	181	241	-8	2	0
p4	27	74	189	251	1	2	0
d4	153	125	372	418	-1	1	0
p5	57	52	48	96	9	2	0
d5	144	98	487	532	-9	3	0
p6	141	106	347	406	12	3	0
d6	166	133	404	435	-12	2	0
p7	158	126	154	217	8	3	0
d7	106	97	280	322	-8	2	0
p8	99	122	172	217	7	2	0
d8	47	53	482	527	-7	1	0
p9	104	128	144	200	8	2	0
d9	53	53	336	374	-8	3	0
p10	86	137	274	319	4	2	0
d10	29	42	456	492	-4	1	0
p11	163	122	164	214	10	2	0
d11	189	95	476	514	-10	2	0
p12	49	42	59	84	13	2	0
d12	170	90	459	489	-13	2	0
p13	84	131	206	272	12	2	0
d13	101	128	313	352	-12	2	0
p14	174	94	34	65	6	3	0
d14	5	59	334	374	-6	2	0
p15	110	95	30	64	12	1	0
d15	177	103	112	161	-12	3	0
p16	37	55	180	223	13	2	0
d16	115	115	328	377	-13	2	0
p17	114	135	124	172	3	3	0
d17	10	29	402	443	-3	3	0
p18	12	65	195	231	2	3	0
d18	163	111	432	478	-2	3	0
p19	126	134	202	241	4	3	0
d19	169	98	525	555	-4	1	0
p20	6	46	171	226	8	3	0
d20	159	95	465	507	-8	2	0
p21	37	64	174	211	4	1	0
d21	85	113	251	302	-4	2	0
p22	118	140	286	337	1	1	0
d22	153	127	347	398	-1	3	0
p23	172	99	48	102	11	3	0
d23	111	137	131	189	-11	1	0
p24	21	58	128	166	13	2	0
d24	25	69	151	185	-13	3	0
o0	140	100	0	600	0	0	11
e0	140	100	0	600	0	0	11
o1	60	100	0	600	0	0	9
e1	60	100	0	600	0	0	9
o2	60	100	0	600	0	0	6
e2	60	100	0	600	0	0	6
o3	140	100	0	600	0	0	12
e3	140	100	0	600	0	0	12
o4	60	100	0	600	0	0	13
e4	60	100	0	600	0	0	13
o5	140	100	0	600	0	0	9
e5	140	100	0	600	0	0	9
o6	140	100	0	600	0	0	10
e6	140	100	0	600	0	0	10
o7	60	100	0	600	0	0	11
e7	60	100	0	600	0	0	11
t0	100	150	0	600	0	2	0
t1	100	50	0	600	0	2	0
