nr	nv	nt	capacity
12	6	2	-1

node	x	y	a	b	load	s	vcap
p0	48	153	57	111	10	1	0
d0	23	53	508	560	-10	3	0
p1	170	7	252	306	7	2	0
d1	26	55	496	561	-7	1	0
p2	35	46	102	161	12	3	0
d2	162	168	369	414	-12	2	0
p3	117	132	27	102	11	2	0
d3	138	90	456	510	-11	1	0
p4	144	54	332	398	11	1	0
d4	114	103	373	444	-11	2	0
p5	142	118	285	337	12	3	0
d5	35	24	421	479	-12	1	0
p6	145	123	267	329	13	1	0
d6	149	138	265	324	-13	1	0
p7	111	103	405	450	13	3	0
d7	104	104	411	469	-13	2	0
p8	172	78	126	161	7	2	0
d8	24	35	458	528	-7	2	0
p9	114	53	353	384	9	1	0
d9	46	28	419	506	-9	1	0
p10	96	184	141	187	18	3	0
d10	17	14	439	516	-18	2	0
p11	161	52	24	99	3	1	0
d11	192	72	181	233	-3	2	0
o0	160	90	0	600	0	0	20
e0	160	90	0	600	0	0	20
o1	160	90	0	600	0	0	19
e1	160	90	0	600	0	0	19
o2	30	100	0	600	0	0	19
e2	30	100	0	600	0	0	19
o3	30	100	0	600	0	0	18
e3	30	100	0	600	0	0	18
o4	30	100	0	600	0	0	17
e4	30	100	0	600	0	0	17
o5	30	100	0	600	0	0	17
e5	30	100	0	600	0	0	17
t0	100	150	0	600	0	2	0
t1	100	50	0	600	0	2	0
