nr	nv	nt	capacity
12	6	2	-1

node	x	y	a	b	load	s	vcap
p0	34	153	92	149	18	2	0
d0	153	159	440	506	-18	1	0
p1	85	18	219	257	5	2	0
d1	58	29	233	306	-5	1	0
p2	60	22	247	295	16	1	0
d2	105	108	449	521	-16	3	0
p3	37	120	0	78	20	1	0
d3	137	12	407	465	-20	3	0
p4	62	77	196	284	7	3	0
d4	58	64	232	273	-7	3	0
p5	49	73	5	52	10	1	0
d5	58	71	0	58	-10	3	0
p6	81	91	161	213	9	2	0
d6	73	34	371	424	-9	2	0
p7	189	111	0	65	10	2	0
d7	29	21	332	400	-10	1	0
p8	133	46	117	194	2	1	0
d8	15	54	421	469	-2	3	0
p9	128	168	301	382	12	1	0
d9	147	140	458	535	-12	3	0
p10	82	14	78	154	9	3	0
d10	36	159	430	471	-9	2	0
p11	197	4	157	234	14	3	0
d11	3	185	461	529	-14	1	0
o0	40	90	0	600	0	0	20
e0	40	90	0	600	0	0	20
o1	40	90	0	600	0	0	20
e1	40	90	0	600	0	0	20
o2	170	100	0	600	0	0	20
e2	170	100	0	600	0	0	20
o3	170	100	0	600	0	0	20
e3	170	100	0	600	0	0	20
o4	170	100	0	600	0	0	20
e4	170	100	0	600	0	0	20
o5	40	90	0	600	0	0	19
e5	40	90	0	600	0	0	19
t0	100	150	0	600	0	2	0
t1	100	50	0	600	0	2	0
