nr	nv	nt	capacity
8	4	2	-1

node	x	y	a	b	load	s	vcap
p0	48	153	57	111	9	1	0
d0	23	53	508	560	-9	3	0
p1	170	7	252	306	12	2	0
d1	26	55	496	561	-12	1	0
p2	35	46	102	161	8	3	0
d2	162	168	369	414	-8	2	0
p3	117	132	27	102	8	2	0
d3	138	90	456	510	-8	1	0
p4	144	54	332	398	20	1	0
d4	114	103	373	444	-20	2	0
p5	142	118	285	337	4	3	0
d5	35	24	421	479	-4	1	0
p6	145	123	267	329	7	1	0
d6	149	138	265	324	-7	1	0
p7	111	103	405	450	15	3	0
d7	104	104	411	469	-15	2	0
o0	160	90	0	600	0	0	20
e0	160	90	0	600	0	0	20
o1	160	90	0	600	0	0	19
e1	160	90	0	600	0	0	19
o2	30	100	0	600	0	0	19
e2	30	100	0	600	0	0	19
o3	30	100	0	600	0	0	18
e3	30	100	0	600	0	0	18
t0	100	150	0	600	0	2	0
t1	100	50	0	600	0	2	0
