nr	nv	nt	capacity
6	4	1	-1

node	x	y	a	b	load	s	vcap
p0	107	106	243	288	19	3	0
d0	34	46	399	432	-19	1	0
p1	158	92	47	103	16	1	0
d1	45	44	340	378	-16	2	0
p2	124	105	15	44	3	2	0
d2	197	113	497	573	-3	3	0
p3	26	75	167	201	14	2	0
d3	178	89	430	479	-14	3	0
p4	119	99	0	54	18	3	0
d4	22	69	181	241	-18	2	0
p5	129	113	103	149	8	3	0
d5	3	60	320	370	-8	3	0
o0	140	100	0	600	0	0	20
e0	140	100	0	600	0	0	20
o1	140	100	0	600	0	0	19
e1	140	100	0	600	0	0	19
o2	60	100	0	600	0	0	19
e2	60	100	0	600	0	0	19
o3	60	100	0	600	0	0	18
e3	60	100	0	600	0	0	18
t0	100	100	0	600	0	2	0
