nr	nv	nt	capacity
15	6	2	-1

node	x	y	a	b	load	s	vcap
p0	85	18	219	257	2	2	0
d0	58	29	233	306	-2	1	0
p1	60	22	247	295	5	1	0
d1	105	108	449	521	-5	3	0
p2	71	50	197	268	7	2	0
d2	173	82	550	590	-7	2	0
p3	24	10	295	365	5	3	0
d3	14	50	361	409	-5	3	0
p4	132	187	196	230	11	2	0
d4	47	47	534	575	-11	2	0
p5	39	88	0	34	10	1	0
d5	56	180	160	215	-10	2	0
p6	72	44	48	94	4	3	0
d6	44	97	364	412	-4	2	0
p7	100	14	72	119	11	1	0
d7	157	66	231	274	-11	2	0
p8	60	164	55	129	8	3	0
d8	166	26	374	425	-8	2	0
p9	20	42	252	319	10	1	0
d9	13	45	258	312	-10	1	0
p10	115	167	134	213	6	1	0
d10	10	30	493	545	-6	3	0
p11	105	166	153	198	4	1	0
d11	122	86	338	405	-4	3	0
p12	56	118	391	461	9	1	0
d12	14	102	453	504	-9	1	0
p13	3	22	319	348	10	3	0
d13	161	50	513	577	-10	2	0
p14	108	30	109	173	10	1	0
d14	56	135	264	333	-10	3	0
o0	40	90	0	600	0	0	9
e0	40	90	0	600	0	0	9
o1	170	100	0	600	0	0	9
e1	170	100	0	600	0	0	9
o2	40	90	0	600	0	0	12
e2	40	90	0	600	0	0	12
o3	170	100	0	600	0	0	8
e3	170	100	0	600	0	0	8
o4	40	90	0	600	0	0	7
e4	40	90	0	600	0	0	7
o5	170	100	0	600	0	0	11
e5	170	100	0	600	0	0	11
t0	100	150	0	600	0	2	0
t1	100	50	0	600	0	2	0
