nr	nv	nt	capacity
25	8	1	-1

node	x	y	a	b	load	s	vcap
p0	60	22	247	295	11	1	0
d0	105	108	449	521	-11	3	0
p1	173	36	49	101	3	3	0
d1	192	180	397	448	-3	3	0
p2	82	189	147	202	3	1	0
d2	8	135	321	371	-3	2	0
p3	80	99	151	216	14	3	0
d3	6	49	272	319	-14	2	0
p4	137	47	156	193	4	3	0
d4	88	43	334	379	-4	1	0
p5	101	17	117	170	6	3	0
d5	101	80	170	227	-6	3	0
p6	132	187	196	230	6	2	0
d6	47	47	534	575	-6	2	0
p7	148	18	132	189	3	1	0
d7	33	52	368	428	-3	3	0
p8	14	20	67	129	7	3	0
d8	97	90	193	263	-7	2	0
p9	20	173	141	193	8	3	0
d9	118	96	288	321	-8	1	0
p10	72	44	48	94	4	3	0
d10	44	97	364	412	-4	2	0
p11	40	140	68	118	13	1	0
d11	167	112	300	354	-13	2	0
p12	172	154	231	289	5	2	0
d12	28	41	472	524	-5	2	0
p13	178	177	37	123	11	2	0
d13	0	199	255	300	-11	2	0
p14	46	72	3	38	11	1	0
d14	185	57	420	486	-11	3	0
p15	60	164	55	129	2	3	0
d15	166	26	374	425	-2	2	0
p16	20	42	252	319	14	1	0
d16	13	45	258	312	-14	1	0
p17	115	167	134	213	9	1	0
d17	10	30	493	545	-9	3	0
p18	69	31	72	125	2	3	0
d18	92	65	154	207	-2	1	0
p19	94	153	113	171	3	3	0
d19	56	124	391	445	-3	2	0
p20	105	144	252	343	9	1	0
d20	187	174	406	455	-9	1	0
p21	16	91	22	60	13	1	0
d21	12	134	67	144	-13	1	0
p22	77	148	70	140	9	2	0
d22	157	193	194	267	-9	2	0
p23	136	3	141	219	4	3	0
d23	95	5	193	261	-4	1	0
p24	111	63	283	354	2	2	0
d24	53	40	363	426	-2	1	0
o0	40	90	0	600	0	0	12
e0	40	90	0	600	0	0	12
o1	170	100	0	600	0	0	11
e1	170	100	0	600	0	0	11
o2	40	90	0	600	0	0	14
e2	40	90	0	600	0	0	14
o3	170	100	0	600	0	0	8
e3	170	100	0	600	0	0	8
o4	40	90	0	600	0	0	9
e4	40	90	0	600	0	0	9
o5	170	100	0	600	0	0	10
e5	170	100	0	600	0	0	10
o6	40	90	0	600	0	0	11
e6	40	90	0	600	0	0	11
o7	170	100	0	600	0	0	8
e7	170	100	0	600	0	0	8
t0	100	100	0	600	0	2	0
