nr	nv	nt	capacity
50	14	1	-1

node	x	y	a	b	load	s	vcap
p0	48	126	13	52	5	1	0
d0	67	93	531	560	-5	3	0
p1	81	117	29	44	5	4	0
d1	64	21	305	327	-5	4	0
p2	162	139	34	63	6	3	0
d2	1	79	285	321	-6	1	0
p3	89	79	109	113	7	3	0
d3	143	199	408	436	-7	4	0
p4	106	114	188	221	8	2	0
d4	28	10	362	386	-8	1	0
p5	172	140	368	390	7	2	0
d5	109	109	488	510	-7	3	0
p6	192	123	24	58	1	4	0
d6	27	149	381	391	-1	4	0
p7	153	48	386	425	5	2	0
d7	70	108	505	548	-5	1	0
p8	16	198	304	315	9	2	0
d8	149	59	536	577	-9	1	0
p9	70	104	125	164	2	3	0
d9	177	192	444	490	-2	2	0
p10	172	48	107	119	8	4	0
d10	15	11	337	352	-8	1	0
p11	86	3	124	166	1	3	0
d11	67	74	212	244	-1	4	0
p12	125	22	211	251	7	4	0
d12	138	111	468	491	-7	4	0
p13	35	133	218	252	7	1	0
d13	132	199	395	437	-7	3	0
p14	50	137	43	57	7	2	0
d14	99	43	211	225	-7	2	0
p15	136	95	8	21	5	2	0
d15	190	54	86	101	-5	1	0
p16	18	32	392	425	2	2	0
d16	20	87	464	491	-2	3	0
p17	157	184	73	103	2	4	0
d17	9	60	307	348	-2	1	0
p18	64	133	223	234	6	3	0
d18	62	19	423	454	-6	4	0
p19	158	56	89	103	5	4	0
d19	33	41	357	391	-5	3	0
p20	19	17	369	399	2	2	0
d20	2	113	486	510	-2	3	0
p21	146	28	173	203	8	1	0
d21	56	46	262	299	-8	3	0
p22	39	33	304	318	1	3	0
d22	151	89	549	587	-1	3	0
p23	92	145	152	192	4	4	0
d23	149	19	311	345	-4	1	0
p24	106	179	107	153	1	3	0
d24	62	74	241	274	-1	2	0
p25	7	158	349	371	5	1	0
d25	109	63	497	513	-5	2	0
p26	142	45	105	132	9	1	0
d26	42	166	415	447	-9	1	0
p27	114	136	152	192	2	1	0
d27	11	38	386	420	-2	1	0
p28	20	186	377	402	5	3	0
d28	64	174	434	473	-5	1	0
p29	160	77	26	66	7	3	0
d29	74	129	319	336	-7	4	0
p30	192	33	364	411	1	3	0
d30	198	75	445	467	-1	1	0
p31	112	175	110	159	9	4	0
d31	68	77	247	273	-9	4	0
p32	94	54	188	207	1	4	0
d32	20	75	284	329	-1	3	0
p33	97	14	141	165	6	3	0
d33	78	172	333	381	-6	4	0
p34	147	177	168	191	4	4	0
d34	41	178	276	292	-4	3	0
p35	72	57	149	165	7	4	0
d35	151	131	430	464	-7	2	0
p36	56	66	114	156	3	2	0
d36	145	153	404	449	-3	1	0
p37	183	27	348	375	2	2	0
d37	47	96	548	556	-2	4	0
p38	81	95	223	239	8	1	0
d38	27	113	524	562	-8	1	0
p39	191	62	93	123	2	2	0
d39	165	174	200	235	-2	3	0
p40	82	118	40	66	5	3	0
d40	28	19	356	387	-5	3	0
p41	81	108	96	144	4	3	0
d41	79	104	99	137	-4	3	0
p42	93	115	281	301	7	2	0
d42	55	179	394	426	-7	2	0
p43	75	96	221	250	9	2	0
d43	139	134	527	569	-9	3	0
p44	12	30	82	128	2	1	0
d44	150	39	263	302	-2	1	0
p45	178	74	33	40	9	1	0
d45	0	199	346	387	-9	3	0
p46	115	116	197	227	7	4	0
d46	137	53	289	295	-7	1	0
p47	33	46	134	145	2	1	0
d47	176	36	352	403	-2	2	0
p48	68	56	132	153	5	4	0
d48	96	45	169	194	-5	2	0
p49	22	36	352	396	7	3	0
d49	24	54	399	426	-7	4	0
o0	150	100	0	600	0	0	9
e0	150	100	0	600	0	0	9
o1	150	100	0	600	0	0	8
e1	150	100	0	600	0	0	8
o2	50	100	0	600	0	0	8
e2	50	100	0	600	0	0	8
o3	50	100	0	600	0	0	7
e3	50	100	0	600	0	0	7
o4	50	100	0	600	0	0	7
e4	50	100	0	600	0	0	7
o5	150	100	0	600	0	0	9
e5	150	100	0	600	0	0	9
o6	50	100	0	600	0	0	8
e6	50	100	0	600	0	0	8
o7	150	100	0	600	0	0	9
e7	150	100	0	600	0	0	9
o8	50	100	0	600	0	0	7
e8	50	100	0	600	0	0	7
o9	150	100	0	600	0	0	8
e9	150	100	0	600	0	0	8
o10	150	100	0	600	0	0	8
e10	150	100	0	600	0	0	8
o11	150	100	0	600	0	0	9
e11	150	100	0	600	0	0	9
o12	50	100	0	600	0	0	7
e12	50	100	0	600	0	0	7
o13	50	100	0	600	0	0	7
e13	50	100	0	600	0	0	7
t0	100	150	0	600	0	2	0
