nr	nv	nt	capacity
50	14	1	-1

node	x	y	a	b	load	s	vcap
p0	116	121	198	215	5	1	0
d0	113	80	251	272	-5	1	0
p1	156	67	30	53	4	4	0
d1	10	121	188	218	-4	2	0
p2	183	181	120	134	8	3	0
d2	143	54	516	546	-8	1	0
p3	189	149	67	100	6	4	0
d3	64	131	417	438	-6	3	0
p4	70	156	292	323	4	4	0
d4	110	191	368	391	-4	2	0
p5	89	79	109	113	9	3	0
d5	143	199	408	436	-9	4	0
p6	165	145	27	59	4	4	0
d6	61	128	213	241	-4	1	0
p7	106	114	188	221	6	2	0
d7	28	10	362	386	-6	1	0
p8	184	118	338	361	4	1	0
d8	145	147	405	439	-4	4	0
p9	150	123	11	41	5	4	0
d9	176	53	412	442	-5	4	0
p10	139	132	34	60	2	1	0
d10	163	153	62	92	-2	2	0
p11	61	107	8	26	8	1	0
d11	105	178	100	133	-8	4	0
p12	70	104	125	156	5	3	0
d12	177	192	444	474	-5	2	0
p13	144	190	116	137	8	2	0
d13	2	55	319	349	-8	2	0
p14	156	34	79	112	2	4	0
d14	58	173	437	458	-2	2	0
p15	86	3	124	154	2	3	0
d15	67	74	212	244	-2	4	0
p16	41	130	16	44	8	2	0
d16	190	126	337	370	-8	4	0
p17	125	22	211	241	9	4	0
d17	138	111	468	491	-9	4	0
p18	144	112	13	22	4	1	0
d18	148	125	9	42	-4	1	0
p19	50	137	43	57	4	2	0
d19	99	43	211	225	-4	2	0
p20	77	82	482	512	8	3	0
d20	129	94	547	560	-8	2	0
p21	149	162	84	108	9	4	0
d21	179	67	418	452	-9	4	0
p22	181	6	320	354	3	1	0
d22	101	82	452	484	-3	1	0
p23	146	28	173	203	8	1	0
d23	56	46	262	292	-8	3	0
p24	32	117	55	60	3	2	0
d24	36	72	86	116	-3	3	0
p25	39	33	304	318	3	3	0
d25	151	89	549	580	-3	3	0
p26	150	20	298	301	4	3	0
d26	113	77	439	466	-4	1	0
p27	92	145	152	183	6	4	0
d27	149	19	311	345	-6	1	0
p28	73	149	72	94	6	4	0
d28	86	93	147	174	-6	4	0
p29	114	136	152	185	3	1	0
d29	11	38	386	420	-3	1	0
p30	181	92	30	40	7	4	0
d30	26	71	424	446	-7	2	0
p31	97	14	141	165	8	3	0
d31	78	172	333	367	-8	4	0
p32	56	66	114	146	4	2	0
d32	145	153	404	435	-4	1	0
p33	183	27	348	375	5	2	0
d33	47	96	548	556	-5	4	0
p34	81	95	223	239	2	1	0
d34	27	113	524	554	-2	1	0
p35	191	62	93	123	9	2	0
d35	165	174	200	235	-9	3	0
p36	93	115	281	301	2	2	0
d36	55	179	394	426	-2	2	0
p37	12	30	82	116	3	1	0
d37	150	39	263	293	-3	1	0
p38	4	62	420	446	9	2	0
d38	60	123	562	577	-9	4	0
p39	81	28	188	216	9	4	0
d39	138	46	253	286	-9	2	0
p40	168	174	490	516	4	3	0
d40	162	173	493	522	-4	3	0
p41	76	192	324	356	2	1	0
d41	160	125	542	576	-2	2	0
p42	146	37	288	322	6	2	0
d42	198	39	388	400	-6	1	0
p43	115	116	197	227	6	4	0
d43	137	53	289	295	-6	1	0
p44	33	46	134	145	8	1	0
d44	176	36	352	382	-8	2	0
p45	127	186	115	145	6	2	0
d45	137	61	525	550	-6	3	0
p46	144	29	77	110	7	2	0
d46	25	126	266	296	-7	2	0
p47	68	56	132	153	6	4	0
d47	96	45	169	194	-6	2	0
p48	22	36	352	382	2	3	0
d48	24	54	399	426	-2	4	0
p49	131	78	65	90	1	2	0
d49	171	193	446	477	-1	1	0
o0	150	100	0	600	0	0	7
e0	150	100	0	600	0	0	7
o1	150	100	0	600	0	0	9
e1	150	100	0	600	0	0	9
o2	50	100	0	600	0	0	7
e2	50	100	0	600	0	0	7
o3	50	100	0	600	0	0	9
e3	50	100	0	600	0	0	9
o4	50	100	0	600	0	0	9
e4	50	100	0	600	0	0	9
o5	150	100	0	600	0	0	8
e5	150	100	0	600	0	0	8
o6	50	100	0	600	0	0	9
e6	50	100	0	600	0	0	9
o7	150	100	0	600	0	0	9
e7	150	100	0	600	0	0	9
o8	50	100	0	600	0	0	9
e8	50	100	0	600	0	0	9
o9	150	100	0	600	0	0	8
e9	150	100	0	600	0	0	8
o10	150	100	0	600	0	0	8
e10	150	100	0	600	0	0	8
o11	150	100	0	600	0	0	7
e11	150	100	0	600	0	0	7
o12	50	100	0	600	0	0	8
e12	50	100	0	600	0	0	8
o13	50	100	0	600	0	0	9
e13	50	100	0	600	0	0	9
t0	100	150	0	600	0	2	0
