nr	nv	nt	capacity
30	12	1	-1

node	x	y	a	b	load	s	vcap
p0	48	126	106	524	10	1	0
d0	67	93	146	563	-10	3	0
p1	156	67	30	61	8	4	0
d1	10	121	188	236	-8	2	0
p2	89	79	109	141	8	3	0
d2	143	199	408	438	-8	4	0
p3	106	114	188	221	1	2	0
d3	28	10	362	392	-1	1	0
p4	150	123	11	41	9	4	0
d4	176	53	412	442	-9	4	0
p5	16	198	304	338	8	2	0
d5	149	59	536	577	-8	1	0
p6	86	3	124	166	7	3	0
d6	67	74	212	244	-7	4	0
p7	15	31	346	401	8	4	0
d7	157	91	559	591	-8	3	0
p8	50	137	43	74	4	2	0
d8	99	43	211	243	-4	2	0
p9	83	120	47	77	10	2	0
d9	99	150	76	108	-10	1	0
p10	157	184	73	103	6	4	0
d10	9	60	307	348	-6	1	0
p11	39	33	304	335	3	3	0
d11	151	89	549	587	-3	3	0
p12	150	20	298	330	2	3	0
d12	113	77	439	472	-2	1	0
p13	7	158	349	382	4	1	0
d13	109	63	497	530	-4	2	0
p14	142	45	105	135	8	1	0
d14	42	166	415	447	-8	1	0
p15	160	77	26	66	4	3	0
d15	74	129	319	353	-4	4	0
p16	112	175	110	159	1	4	0
d16	68	77	247	277	-1	4	0
p17	97	14	141	172	6	3	0
d17	78	172	333	381	-6	4	0
p18	147	177	168	202	1	4	0
d18	41	178	276	309	-1	3	0
p19	61	9	90	131	8	3	0
d19	62	91	227	276	-8	2	0
p20	72	57	149	179	6	4	0
d20	151	131	430	464	-6	2	0
p21	29	100	0	35	6	2	0
d21	66	37	153	194	-6	2	0
p22	183	27	348	380	4	2	0
d22	47	96	548	579	-4	4	0
p23	12	30	82	128	1	1	0
d23	150	39	263	302	-1	1	0
p24	81	28	188	220	2	4	0
d24	138	46	253	290	-2	2	0
p25	178	74	33	64	4	1	0
d25	0	199	346	387	-4	3	0
p26	127	186	115	145	7	2	0
d26	137	61	525	558	-7	3	0
p27	144	29	77	116	3	2	0
d27	25	126	266	296	-3	2	0
p28	131	78	65	98	9	2	0
d28	171	193	446	477	-9	1	0
p29	27	86	73	105	1	1	0
d29	179	87	299	333	-1	3	0
o0	150	100	0	600	0	0	10
e0	150	100	0	600	0	0	10
o1	150	100	0	600	0	0	9
e1	150	100	0	600	0	0	9
o2	50	100	0	600	0	0	7
e2	50	100	0	600	0	0	7
o3	50	100	0	600	0	0	9
e3	50	100	0	600	0	0	9
o4	50	100	0	600	0	0	8
e4	50	100	0	600	0	0	8
o5	150	100	0	600	0	0	7
e5	150	100	0	600	0	0	7
o6	50	100	0	600	0	0	9
e6	50	100	0	600	0	0	9
o7	150	100	0	600	0	0	8
e7	150	100	0	600	0	0	8
o8	50	100	0	600	0	0	9
e8	50	100	0	600	0	0	9
o9	150	100	0	600	0	0	7
e9	150	100	0	600	0	0	7
o10	150	100	0	600	0	0	9
e10	150	100	0	600	0	0	9
o11	150	100	0	600	0	0	7
e11	150	100	0	600	0	0	7
t0	100	150	0	600	0	2	0
