nr	nv	nt	capacity
40	12	1	-1

node	x	y	a	b	load	s	vcap
p0	81	117	29	44	4	4	0
d0	64	21	305	327	-4	4	0
p1	189	149	67	114	1	4	0
d1	64	131	417	438	-1	3	0
p2	89	79	109	113	1	3	0
d2	143	199	408	436	-1	4	0
p3	172	140	368	390	7	2	0
d3	109	109	488	510	-7	3	0
p4	192	123	24	58	7	4	0
d4	27	149	381	391	-7	4	0
p5	150	123	11	41	4	4	0
d5	176	53	412	442	-4	4	0
p6	61	107	8	26	7	1	0
d6	105	178	100	133	-7	4	0
p7	144	190	116	137	4	2	0
d7	2	55	319	370	-4	2	0
p8	198	147	58	81	9	1	0
d8	63	178	255	266	-9	3	0
p9	41	130	16	44	6	2	0
d9	190	126	337	370	-6	4	0
p10	50	137	43	57	2	2	0
d10	99	43	211	225	-2	2	0
p11	83	120	47	67	9	2	0
d11	99	150	76	94	-9	1	0
p12	157	184	73	103	7	4	0
d12	9	60	307	348	-7	1	0
p13	149	162	84	108	2	4	0
d13	179	67	418	467	-2	4	0
p14	146	28	173	203	8	1	0
d14	56	46	262	299	-8	3	0
p15	32	117	55	60	5	2	0
d15	36	72	86	132	-5	3	0
p16	150	20	298	301	3	3	0
d16	113	77	439	466	-3	1	0
p17	73	149	72	94	1	4	0
d17	86	93	147	174	-1	4	0
p18	114	136	152	192	1	1	0
d18	11	38	386	420	-1	1	0
p19	160	77	26	66	9	3	0
d19	74	129	319	336	-9	4	0
p20	192	33	364	411	1	3	0
d20	198	75	445	467	-1	1	0
p21	181	92	30	40	7	4	0
d21	26	71	424	446	-7	2	0
p22	97	14	141	165	9	3	0
d22	78	172	333	381	-9	4	0
p23	124	63	150	169	1	4	0
d23	117	63	147	177	-1	4	0
p24	61	9	90	131	3	3	0
d24	62	91	227	276	-3	2	0
p25	56	66	114	156	1	2	0
d25	145	153	404	449	-1	1	0
p26	29	100	0	35	7	2	0
d26	66	37	153	194	-7	2	0
p27	81	95	223	239	2	1	0
d27	27	113	524	562	-2	1	0
p28	93	115	281	301	7	2	0
d28	55	179	394	426	-7	2	0
p29	75	96	221	250	7	2	0
d29	139	134	527	569	-7	3	0
p30	12	30	82	128	10	1	0
d30	150	39	263	302	-10	1	0
p31	81	28	188	216	10	4	0
d31	138	46	253	290	-10	2	0
p32	178	74	33	40	10	1	0
d32	0	199	346	387	-10	3	0
p33	33	46	134	145	3	1	0
d33	176	36	352	403	-3	2	0
p34	1	37	73	107	6	1	0
d34	167	1	305	332	-6	3	0
p35	127	186	115	145	4	2	0
d35	137	61	525	550	-4	3	0
p36	68	56	132	153	10	4	0
d36	96	45	169	194	-10	2	0
p37	93	85	187	201	6	1	0
d37	82	82	211	219	-6	4	0
p38	131	78	65	90	2	2	0
d38	171	193	446	477	-2	1	0
p39	27	86	73	101	5	1	0
d39	179	87	299	325	-5	3	0
o0	150	100	0	600	0	0	10
e0	150	100	0	600	0	0	10
o1	150	100	0	600	0	0	7
e1	150	100	0	600	0	0	7
o2	50	100	0	600	0	0	9
e2	50	100	0	600	0	0	9
o3	50	100	0	600	0	0	8
e3	50	100	0	600	0	0	8
o4	50	100	0	600	0	0	10
e4	50	100	0	600	0	0	10
o5	150	100	0	600	0	0	9
e5	150	100	0	600	0	0	9
o6	50	100	0	600	0	0	7
e6	50	100	0	600	0	0	7
o7	150	100	0	600	0	0	7
e7	150	100	0	600	0	0	7
o8	50	100	0	600	0	0	8
e8	50	100	0	600	0	0	8
o9	150	100	0	600	0	0	8
e9	150	100	0	600	0	0	8
o10	150	100	0	600	0	0	10
e10	150	100	0	600	0	0	10
o11	150	100	0	600	0	0	8
e11	150	100	0	600	0	0	8
t0	100	150	0	600	0	2	0
